star_score,reviews
3,한신통닭 그런대로 맛있었었던 거 같네요
3,삼선짬뽕 추천할만했어요
3,만두전골 괜찮은 편이에요
3,진짜 또 가고 싶은 맘이에요
4,정말 먹고싶을만했음
3,맘에 들었다
4,좋은 맛이었던 거 같네요
3,아주 좋은 맛이었던 것 같네요
3,또 가고싶은 편이에요
3,삼선짬뽕 진짜 맛있을것 같아요
3,추천할만한 것 같다
4,전골칼국수 먹을만한 것 같네요
3,여러모로 만족합니다
3,소갈비 그럭저럭 입맛에 맞는거 같구요
3,우왘은 아니지만 중간은 가는 집입니다
4,만족할면한 편이에요
4,내가자주찾는보배곱창 갑쟈기곱창이땡긴다 시원한동치미국물과함께 다음주예정되어있으니 오고픈분들오세요 음식이 너무 맛있어요
4,여럿이 같이 갔는데 반응이 나뉘더라구요
3,그냥 가볼만했던 것 같네요
3,이곳 너무너무 친절해요서비스가 최고예요
4,소름끼칠정도는 아니지만 또 갈 의향은 있음
3,대체로 먹을만했던 편이에요
4,먹기 힘들어요 별로에요
3,눈이 즐겁고 입은 더 즐거운 고런 맛집
4,맛있겄다 아주 
3,괜찮은편이긴 하지만 큰 기대는 마세요
3,일주일에 세번 이상 먹어도 안질릴것 같아요
3,정문국밥으로 상호가 바뀐거 아닌가요
3,영화 속에 나오는 곳처럼 레트로 감성이 그대로 느껴지는 인테리어가 맛을 더 살려주는 느낌 외식하러 가서 인 가족상 주문했는데 세트 메뉴라는 느낌이 안 들 정도로 메뉴 하나하나 양이 정말 많아요 맛은 두말할 것도 없이 정성 가득하고 유산슬이랑 해물 모듬 쟁반 짜장은 진짜 해산물이 듬뿍 들어가서 반했어요 후식으로 과일까지 주셔서 달콤하게 마무리하기 좋았습니다
3,족발이 색이 있는 게 간장 때문이 아니라 여러 가지 약재를 넣어 만들어 그렇다고 함 그래서 그런지 족발이 안 짜다 전혀 물리 지도 않고 쟁반국수는 조금 매콤한 편
3,매장 앞에서 고기 굽는 냄새에 나도 모르게 이끌려 들어오게 되는 식당이다 가격 대비 알찬 구성이라 주머니 사정이 가벼워도 부담없이 먹기 좋다 적당한 기름기가 감도는 불고기는 소주 안주로도 더할 나위 없다
4,싸다 가성비는 좋아요
4,떡볶이집이 이렇게 힙할 일입니까 근데 가격도 저렴하다 치즈 떡볶이로 주문했는데 얇은 어묵 튀김과 전분 튀김에 치즈가 가득 치킨 플레이트도 아주 바삭 촉촉하니 만족스러웠음 세트로 시키면 진짜 저렴함 한 사람당 만 원도 안 나옴
5,막창이란걸 냄새나서 별로안좋아햇는데 진짜 인생에 처음으로 이렇게 맛있는막창은 처음먹어보네요 냄새도안나고 부드럽고 최애막창집인듯 혼자인분은 먹은거같네요 사장님도 친절하시구요
4,막창은 처음에 살짝 익혀 나오기 때문에 불판에서 금방 굽는다 냄새가 거의 나지 않기 때문에 막창을 처음 먹어보는 입문자들도 쉽게 도전해 볼 수 있다 청양고추 팍팍 넣은 막장 소스에 푹 찍어 고추 한 조각 올려 먹으면 소주 병은 클리어 가능
3,그냥 평범한 돼지국밥 맛없진 않은데 동내에 있음 자주 갈만한 집인데 차타고 찾아갈만한 집은 아닌것 같아요
4,맛있어요 진짜로 혼자가서 두그릇 먹었네요
2,연탄에 돼지고기 기름 탄 맛이 여기는 불쾌하네요 고무 탄 냄새처럼
3,고소하고 맛있어요 매운고추랑 먹으니 더 맛있네요 첫맛부터 입안에 고소함에 가득 풍기네요 배부른데 육전칼국수도 시켜봄 혼자왔는데 두그릇 먹고가네요
4,맛있어요 진짜 시반에 가니 시반으로 예약됐어요 주차는 헬입니다 주변에도 할곳이 없어요 차는 두고 가셔야되요 맛은 점인데 주차때문에 도생해서 점 깍임
2,짬뽕전문점이라 해서 나오자말자 국물부터 한 숟갈 먹었는데 끝맛에 느껴지는 맹맛 먹기는 다 먹었다 하지만 두번갈 가게는 아니었다 내 양옆에 있는 모든 사람 다 이곳 처음 오신분이었다 나도 그렇고 저리가 너무 가까워 이야기하는게 들렸다 맛집으로 이름이 어떻게 났는진 모르겠지만 그 이름만 믿고 다들 한번만 가는 가게가 아닐지
4,진정한 잔치국수 맛집입니다 아직까지 식신에 별표가 없다니 이상하게 느껴지네요
3,대동반점은 어떤 때는 맛있고 어떤 때는 맛없고 맛이 왔다 갔다 해서 좀 실망스러움 진흥반점은 맛이 늘 일정한데 여기는 그렇지가 않아서 불안하고 요즘은 모르겠는데 전에는 가게가 너무 협소해서 싫었음
3,대구의 명물로 불리는 연탄 불고기 여기저기 식당이 많았지만 방송에 많이 나왔다길래 단골식당으로 방문했어요 기본적인 상차림도 좋았고 살짝 그을려 나오는 연탄 불고기는 비주얼이 정말 예술 밥에 고기 얹어서 먹으면 세상 행복한 맛이에요
2,진짜 볶음밥 맛있는 중국집 찾기 힘든데 여기는 정말 볶음밥 하나로 이름 날린 곳이에요 볶음밥에 크게 뭐 들어간게 없는 것 같은데 너무 맛있어서 숟가락을 멈출 수 없는 마성의 맛이에요
3,또 갈 수 있을 것 같아요 대구에서 가장 핫한 창고형 카페 옛날 철강 공장을 리뉴얼 햇다 넓고 분위기가 편안하고 좋은 카페
3,또 갈 거 같네요 푸른 전망이 너무 좋아요 날씨 좋은 날 가면 기분까지 상쾌해지는 느낌입니다 홍차 전문 감성 카페
5,여기처럼 안 느끼하고 깔끔한 짬뽕국물 가진 집은 대구에 없음
4,학교근처에 찜닭집 엄청 많은데 나린이 상위권인건 확실함
4,학기 중 카레가 생각나면 고씨네 갑니다
3,맛 가격 다 괜찮은데 요리시간이 좀 걸린다는 단점이 있어요 수업시간까지 여유가 있다면 가볼만함
4,홍함 학교다니면서 자주 찾아 가요 굳굳
3,맛있습니다 하지만 주변 국밥집 많이 가봤는데 가성비가 썩 좋다곤 생각이 들지 않아 점 줬습니다
2,매장 앞에 지나가면 고기 익는 냄새에 저도 모르게 따라 들어가게 됩니다 친구랑 일반 석쇠랑 고추장이랑 개씩 주문했는데 둘이 같이 먹으니까 조화가 짱 이더라구요 그리고 저희는 대식가라 우동도 하나 시켰는데 불고기랑 은근 잘 어울리더라구요 이 조합으로 꼭 먹어보세요
2,복숭아 샤베트랑 자두에이드를 먹었다 기대한 것에 비해 별로였고 자두에이드에서는 특유의 출맛이 느껴졌다 복숭아 샤베트는 굳이 와서 먹을 맛은 아니였다 인테리어는 고객으로 하여금 호감을 살 수 있었으나 맛이 그에 비해 따라오지 못하는 느낌이다 재방문 의사는 없습니다
5,매장에서 너무 맛있게 먹고 배달도 시켜봤는데 진짜 인생맛집 신선하고 양도 많고 매장에서 먹으면 샐러드알밥게살튀김우동까지 나오고 배달은 샐러드우동게살튀김도 같이 오는데 진짜 맛있고 양도많다 나만 알고싶은 맛집이지만 공유해봅니다  매장도 분위기 좋고 룸이 있어서 데이트나 연말 회식으로 참치먹기 좋은 곳  주차장도 넓어서 엄청 편한곳 
5,오픈이 시라 시분에 갔더니 대기줄이 생각보다 엄청 짧아서 개이득 바로 먹을수있겠다했는데 사장님께서 주문받고 시분까지 오세요 하셨어요 제도가 바껴서 무작정 줄서서 기다리는게아니고 팀정도 한번에 들어가서 먹고 그다음 팀을 받는식입니다 첨에는 당황했는데 오히려 이게 더 괜찮은 방식이네요 짬뽕 먼저 주시고 중화비빔밥이 나오는데 저희는 중화비빔밥만시켜서 냄새맡고있으니까 죽을맛이였어요한입 딱 먹고 와넘 마시쫘나 살짝 불맛 나는데 맵지도않고 짜지도않고 간이 딱 좋아요 한시간반 기다렸는데 두시간도 기다릴것같은맛사장님이 먹는 방법 알려주시는데 강의듣는느낌넘나 친절센스있으셔용 재방문의사 입니다
3,시킨 메뉴  베리베리에이드 마들렌개 총 원 여기는 가성비가 쏟아지는 카페입니다 에이드종류는 수제청으로 하더라고요 근데 가성비에 맞게 얼음이 너무 많이 들어가서 쫌 마들렌도 가성비는 좋았지만 너무 퍽퍽했어요 멀리서 굳이 갈 필요는 없다고 생각합니다 흑흑 아쉽네요 좀
5,엑스코 근처에 괜찮은 초밥집을 찾다가 가게 되었습니다 포장 주문 했는데 정성스럽게 싸주셔서 감동했어요 오픈은 월에 하셨다고 들었는데 다른 경력이 많으셔서 능숙하셨습니다 내부도 깔끔합니다 포장하면 전복죽도 주셔서 맛있게 잘 먹었습니다 모듬 초밥 구성도 괜찮고 나들이갈 때 포장해가도 좋고 매장안에서 먹어도 좋을 것 같습니다
5,대구에 놀러가게 돼서 친구들한테 놀러간다고 하니 대구 걸리버 막창집을 추천해주더라고요 사람 많다해서 오픈시간에 맞춰서 갔는데 한시간만에 자리가 다 차더라고요 진짜 너무 맛있고 양념도 맛있어요 맛있어서 포장까지해갔네요 아쉬운점은 인분 이상 주문 가능해요
4,북구청이랑 북부도서관 인근에 있는 르배인알래스카 베이커리에요 지나갈때마다 빵냄새가 솔솔 나서 그냥 지나치기가 어려운 곳이에요 직접 빵을 굽는 곳이에요 층에는 제빵하는 곳이 있고 음료와 빵을 즐길 수 있는 테이블들이 있어요 층에는 카운터까 있고 케이크랑 빵이 많아요 전 여기 베이글을 특히 좋아하는데 엄청 크고 쫀쫀하니 맛있어요 커피랑 같이먹으면 꿀조합 칠성동 침산동 가시면 한번쯤 들러보셔용 
5,여기 갔다오고 팟타이에 빠졌어요 팟타이 위에 튀김부스러기같은 것이 있는데 바삭하게 식감을 더해주고 새우도 은근 많이 들어가있고 면도 부들부들해요 샌드위치가 맛있다고들 해서 소고기 치즈 샌드위치를 시켜 먹어봤는데 소고기가 진짜 듬뿍들어가있고 치즈랑 조화가 잘 맞더라구요 거기에 소고기 양념의 짠맛을 잡아주는 빵까지 같이 먹으니 최고 샌드위치를 시키면 감자튀김이 나오는데 치즈가루에 찍어먹도록 치즈가루가 나와요 둘이 먹었는데 배부르게 잘 먹고 왔네요
5,여긴 진짜 제가 대구에서 가장 삼겹살이 맛있는 곳이라고 자부할 수 있는 곳이에요 직접 구워주시는데 와사비랑 같이 먹는 삼겹살이 지상최고의 맛이에요 여긴 늘 사람이 바글바글해요  울산이랑 서울까지 진출했던데 대구 북구 서변동이 본점이구요  여러 분점에 다녀와봤지만 본점이 젤 맛있는 것 같아요 삼겹살 좋아하시는 분들 맛찬들 본점 꼭 다녀와보세요
5,대구 북구 태전동에 있는 카페얼바인이에요 송림스포츠프라자 뒤에 원룸골목 사이에 잇어요 처음엔 찾기 힘들 수도 있어요 그런데 너무 맛잇어서 자꾸자꾸 가게되지용 여기선 크림라떼가 유명한데 요즘 빙수가 나와서 빙수먹으러갔어요  녹차빙수랑 레드벨벳케익을 먹었는데 꿀조합이더라고용 조용한 동네카페에서 맛잇는 빙수 드실 분들께 카페얼바인 빙수 추천합니댱
5,진짜 맛있는집입니다 작고 아담해요 대백프라자에서 년정도하시다가 칠곡에 오픈하셨데요 일본에서도 오래동안 요리를 하셨다 하더라구요 그래서인지 스끼야끼가 정알 맛있었어요 샤부도 맛있구요 메뉴 하나 하나 다 먹어보려구요 사장님과 직원들도 친절하고 좋아요
5,북문 최고의 맛집이라고 할 수 있을 것 같아요 사실 요즘 참 많은 인스타풍의 를 위한 맛집들이 판을 치는데 이 곳은 조용히 그 자리를 지키고있습니다 분위기는 고등학교 앞 카페같다고도 할 수 있겠네요 아주머니와 할머니께서 하시는 가게라 더 정겹기도 합니다 여기는 빙수가 아주 맛있습니다 특히 치즈빙수가 정말맛있어요 치즈케이크와 요거트의 조화는최고입니다 그리고 계절과일들도 너무맛있는데 특히 망고는 얼린 냉동 망고가 아니라 생망고를 쓰시는데 정말 감동 그 자체입니다 진짜추천
5,사장님이 너무나도 친절했던 곳입니다 자몽티 먹었는데 너무 맛있어서 자몽청 어떻게한거냐고 물어봤어욬 그리고 블루베리랑 블루치즈가 올라간 플랫브레드도 먹었는데 사장님께서 블루치즈 냄새때문에 싫어하시는 분도 계신다고 저희한테 미리 안내해주셔서 넘나 감사했어요 다행히도 저와 제 친구 입맛에는 완전 딱이었네요 여기 안쪽에 다른 분위기의 공간도 있다고 들었는데 못가봐서 아쉬워요 경대 북문 가실일 있으면 여기 꼭 가보시길 추천해용 플랫브레드 존맛탱 자몽티도 최고
4,비와서 잔치국수가 먹고싶어서 가봤는데 그냥저냥 먹을만했어요 육수가 잡내안나고 깔끔했고 면이 조금 굵었습니다 양은 적당했는데 국수 많이 먹는 사람은 조금 부족할지도 모르겠어요 보통의 잔치국수 맛입니다 다양한 국수 종류별로 팔고있고 만두도 있고 그래요 잔치국수는 미지근했어요 따뜻하지도 차갑지도 않았어요 지나가다가 땡기면 들러보세요
3,일단 너무 짜요 화장실도 밖에 있어서 불편하고 손님이 없었는데 음식도 늦게 나왔어요 첫 맛은 나름 괜찮았는데 먹다보니까 너무 짜서 그만뒀습니다 오꼬노미야끼보단 차라리 샤브를 추천드려요 정말 음식 먹기 시작할 때부터 나올 때까지 너무 짜다는 말 밖에 안한 것 같아요 달치 염분 다 섭취 한 기분이었습니다 또르륵
5,치킨반미가 맛있는 집 매콤하고 짭쪼름한 치킨과 고수의 조합이 최고인 샌드위치 였어요 팟타이도 시켜서 같이 먹었는데 정말 싼 가격이 배터지게 먹은 곳입니다 네명이서 샌드위치 두개랑 팟타이 하나 시켰는데 어찌나 배가 부르던지 고수가 들어가서 그런지 느끼함도 없고 최고였어요 고수는 주문할때 뺄건지 물어보시니까 고수 못드시는 분은 미리 말씀하시면 될 것 같아요 주변에서 여기 맛있다고 다들 그래서 와본 곳인데 왜 다들 그렇게 말했는지 알 것 같습니다
4,인터뷸고 호텔 소재 한식 레스토랑 점심시간에 사람이 아주 많다 육회비빔밥과 만두가 맛이 있었고 다른 비빔밥도 다양하게 사랑받는 듯 반찬이 정갈하고 호텔 레스토랑 답게 테이블 식기 등이 넓고 깔끔하다 회사 미팅 등으로 방문하기에도 좋고 연인 끼리 오기에도 괜찮은 듯
4,중화비빔밥이 유명한 맛집입니다 웨이팅이 엄청납니다 저는 거의 시간을 기다렸네요 하지만 맛은 만족 중화밥이 자극적이고 매콤한맛이 자꾸 끌리는맛이에요 계란이 부드럽게 잡아주는역할 개인적으로 짬뽕이 더 마음에 들었어요 불향나는 짬뽕국물 딱 제스타일이었네요 웨이팅 해도 한번쯤 먹어봐도 좋을 맛이었어요
3,완전 맛있어요 분위기도 이쁘고 파스타양도많구
3,둘이서 파스타하나랑 피자하나 시켜먹었는데 배터질뻔했어요
3,파스타 존맛탱 피자는 맥주안주로 개굳입니다
5,대학시절 호점일때부터 자주 갔던 타르트집이에요 최근 이전을 해서 층 매장으로 조금 더 넓어졌어요 여러 종류의 수제타르트와 커피한잔의 여유를 즐기며 수다떨기 좋은곳입니다 신선한 재료로 만드는 부드럽고 달콤한 타르트 전문점 꼭 찾아가보세요 
3,질기고 맛없다고 생각했던 곱창에 대한 생각을 바꿔버린 집
3,곱창 먹기 전 쫀드기를 주는데 의외로 맛있었어요
5,안녕하세요 마르스입니다 대구에서만 맛볼수 있는 중화비빔밥 중화비빔밥 맛집으로 대표되는 두곳중 한곳인 수봉반점에 아침일찍 서둘러왔다 시 오픈이라 시분에 미리 도착 다행히 웨이팅도 없이 가게안으로 갈수 있었다 짬뽕과 중화비빔밥을 주문 빨간 국물위로 이쁜 계란후라이가 올려진 짬뽕이 먼저 나왔다 야채가득한 얼큰담백 짬뽕 예전에 갔던 가야성 짬뽕보다 개인적으론 이곳이 더 맛있는듯 하다 한참 짬뽕을 먹을쯤 불향 가득 압도적 비쥬얼의 비빔밥이 등장 비쥬얼은 상당히 짜고 매울듯한 자극적인 느낌이 들었지만 한입 먹는 순간 야채들의 자연스러운 단맛과 감칠맛 고추기름의 자극적이지않는 매콤함 은은하게 느껴지는 불맛까지 완벽하게 조화되어 모든 세포를 자극하는 맛이다 여기에 계란의 담백함이 밸런스를 완벽히 잡아주는듯하다 다음엔 중화비빔밥만 시켜야겠다 강추
3,외국에서 온 친구들도 좋아했다
1,갈 때마다 늘 실망하는 곳임   처음 오픈했을 땐 맛있더니 지금은 분 짜장 사서 칼국수 면이랑 비벼먹는 짜장이 더 맛있음 주인인지 모르겠는데 여자 분이 좀 불친절함 학생이라 친구들이랑만 가면 확실히 어른이랑 있는 것보다 무시받는 느낌이 듦 돈 내고 쎄한 감정 얻어가고 싶으면 가보시길  그리고 본인이 주문 잘못 받아놓고 아니라고 우김 분명 같이 있던 내 동생도 들었는데  짜장은 맹맛이고 짬뽕도 싱겁습니다 가끔 가다 괜찮다 싶은데 음식만드는 곳이 케바케가 심하면 안 되는 거잖아요 
3,오래 줄 선 보람이 있는 바삭바삭한 곱창
4,전 매콤 갈비를 주문했어요 메뉴가 전체적으로 다 저렴하고 음식 양도 많았어용 가게 내부는 옛날 학교처럼 되어있어여 감자튀김과 고기와 계란후라이와 약간의 샐러드와 함께 나와요 양이 정말 많아요 매콤 갈비 맛있어요
2,대구 경북대 맛집 우야지 막창 대구에 왔으면 막창을 먹어야 겟지요 막창 골목집중에서 가장 인기가 많은 이 곳 우야지를 선택했습니다 막창 맛있고 서비스도 좋습니다
3,가성비 짱짱
5,닭육수를 오랫동안 우려냈는지 육수 맛이 굉장히 찐하고 맛있습니다 다대기를 많이 넣을수록 맛있다고 하는데 저는 개인적으로 맑은 육수를 선호하는지라 다대기 없이 먹는데 해물칼국수에 비해 닭육수 참 매력적인거 같습니다 김치가 별미인듯 합니다 매일 담그신다고 하는데 우선 제 입맛에는 아삭한것이 겉절인거 같으면서도 숨이 잘 들어간거 같아 닭칼국수와 잘 어울렸던거 같습니다 좋은일 하시는것도 있으신거 같아서 한장 찍어 봤습니다
2,오전 시에 오픈해서 방문하기 좋음
2,좋았던 편이에요 서비스로 주는 소세지 계란말이 해물된장라면이 맘에 들어서 선택 우리는 넷이라서 막창 인분 주문
2,대구 복현동 막창골목 맛있다고 유명한 이 곳 가격도 싸고 푸짐하게 주는 양도 많고 맛있었었던 거 같네요
5,한번 가볼만한곳이죠
5,경북대 북문에 위치한 밥집이자 디저트카페인 꿈꾸는 다락방 입니다 달인의 찜닭골목으로 들어가시면 입구를 찾을 수 있어용 가게내부는 아기자기하고 편안한 분위기에요  신발을 벗고 앉는 자리도 있어서 편안합니당 메뉴가 엄청 많아서 고르기가 어려웠지만 더우니까 빙수로 시켰어요 말차빙수 인   빙수치고는 비싼 편이지만 양이 매우 많아서 맘에 들었어요 다른 녹차빙수와는 다르게 키위와 찹쌀떡이 있어용 치즈빙수 인   이름은 인이지만 보통 명이상이 먹기에 적당해요 치즈케이크조각에 요거트를 뿌려먹고 안에는 하겐다즈 바닐라아이스크림이 들어있어요 치즈빙수지만 질리지 않아여 치즈빙수 인   누텔라 초코빙수 인   초코 누텔라잼과 브라우니 하겐다즈 아이스크림 초코와 바닐라로 이루어져 있습니당 초코빙수치고는 많이 달지 않아서 질리지 않는 달콤한 맛이에요 메론빙수 인   메론알갱이들이랑 위에는 생크림이 얹어져있어요 팥을 뿌려먹으면 됩니당 이것도 안에 아이스크림이 있오용
3,참말로 착한가격입니다
3,대구식 칼국수 그 중에서도 가장 저렴하고 대중적으로 먹을 수 있는 곳
2,중화요리의 성지이자 대구의 성지 년 전통을 자랑하는 광명
2,갈만했었구요 응팔 이전의 예전 중국음식점 맛을 느낄수 있는 곳 
3,맛있는 편입니다 시쯤이였는데 빵이 반이상 없음 동네 아줌마들 여기 다모였나봐요 
5,황금동에도 있음  이 지점은 안가봤지만 황금동점 완전 맛있었음  사이드 메뉴로 닭목살 짱 
2,저렴하고 맛있는 보문손칼국수 또 가고 싶당
3,점심특선으로 저렴하면서 맛도 좋은 동천동 맛집 퓨전 일식 레스토랑 련괜찮군요
3,이자카야같은 분위기지만낮에는 점심특선이라는 일식집 분위기갈만하던데
3,깔끔하구요 련에서 맛있는 저녁식사하고 왔어요
3,자주가는곳 빵이 완전맛있어요
4,나이 쫌 있으신 분들은 다들아는 곳 돈쫌 있으신 분들이 오던 대창가든훌륭하던데
3,좋았음 분위기도 좋고 맛있어요
3,분위기 좋은 칠곡지구 술집 꼽으면 가장 먼저 생각나는 퓨전일식 전문점 련에서 싱싱한 사시미와 해물 스시 우동 매운탕에 돈까스와 꼬들꼬들 맛있는 양념코다리찜까지 또 갈거 같아요
3,원으로 배부르게 맛잇게 먹는맛있는 편이네요
2,테이블 별로 없어서 꼭 예약하고 가야함
3,딸기 메뉴 확 나와 있어서 여러개 사왔음 
2,분위기도 좋고 음식도 맛있고 셰프님도 친절하셨어요 
2,아담한데 분위기 좋음
2,년은 된걸로 알고 있어요 대창가든또 갈거에요
3,빵 시식 가능하고 바로 위로 올라가서 먹을수 있어서 좋음
2,층 베이커리 보다 층은 카페 공간이 꽤 넓어요
3,밥먹고 카페어디갈지 고민고민하다가  갑자기생각난 침산동카페 르배 두번째방문인데 저번에 케이크도 너무너무맛있었고 음료도 빵도 너무맛있어서 또생각났나봐영 
3,한적한 곳에 있는데 인기가 많아요
3,케익사러 만촌까지 안가도 되서 좋아요 
3,셰프님이 서빙까지 하셔서 음식 나오는데 시간 좀 걸려요
3,국물에 조미료 안넣고 간만 맞춰서 보양식임 
4,새매장이라서 되게 깔끔하게 변신해서 누구랑 가기도 좋음
3,이전한지 얼마 안되서 내부 되게 깨끗해요
3,살코기도 많고 되게 깔끔한 맛의 돼지국밥이에요
3,예전 모습을 고스란히 간직해서 더욱 그 자태가 멋있어 보이는 광명반점입니다 훌륭한 편
2,살짝은 짜기는 했지만 맛있어요 돼지고기가 또 양념이 너무 밍밍해두 맛없잖아요
3,착한식당 이전부터도 손님 많았던 곳
4,만족스러웠습니다
2,점심식사라서 구워먹기보다는 그냥 점심특선으로먹고싶을만했었어요
2,좋은 것 같아요 르배인 알래스카 분위기 쩌러
4,백종원의대천왕이 방송되고 당분간 가기 힘들것같아서 월요일 아침에 부랴부랴 다녀왔습니다 완전 맛남 
3,내 입맛에 가장 잘 맞는년 단골
2,맛있고 가성비좋은 대창가든 깔끔해요
3,매장 깔끔하게 잘 되어 있어요
2,주류를 같이 판매해서 간단히 맥주 마시기도 좋음
2,밥 술 커피 한번에 해결되는 곳 
3,떡복이 중자에 순대 시키고 명 먹었는데 충분했음 
3,즉석 떡볶이치고 좀 비싸지만 맛있었어요
2,크림라떼는 부드럽고 고소한 맛
2,매장이 전체적으로 군더더기 없이 깔끔한 느낌 
2,말차머핀은 쌉싸름해서 라떼랑 잘어울림
2,편하게 갈수있는 동네 까페 
3,유가네보다 약간 업그레이드된 느낌 치즈 닭갈비 인분으로 시작합니다 맛은 보통맛 아삭아삭하고 시원한 밑반찬들이 쪼로로 나와요 먹고싶을만했구요
2,말차머핀은 위에 생크림이 얹어져서 나옴
2,우린 망설임없이 닭쵸플레이트를 매장은 생각보다 작았어요
2,대구맛집 검색하니 닭사메무쵸가 뜨는데 처음 접하는 비쥬얼이라서 당장 달려갔디요 깔끔한 편이에요
2,페북에서 너무 많이 봤었는 맛집인데 기회가 되서 다녀왔어요
4,치즈닭갈비가 너무 맛있어서 기억에 남아 재방문했어요
1,매운탕은 그럭저럭 그러나 밥은 쉰밥입에 넣는 순간 쉰내가 팍하고 입안에 퍼져 구토를 유발하네요항의도 소용없어요맛집으로 유명해서 손님이 많아서 그런가먹기 싫음 먹지 마라는 반응인간적으로 밥집에서 쉰밥은 손님상에 내지 맙시다기분좋게 먹으려다 기분잡친 손님이
1,방금먹고왔습니다 이번주만 두번간거같은데 김치 재활용합니다 상치우는거보니 그냥그대로 들고가거나 김치만포개서 가져가더군요 싸게팔아서그런가 아주머니들 친절과는 전혀 거리가멀구요 음식도 툭툭 던지네요
3,자주자주 갈것같네요
3,일식과 양식 둘다 먹고싶은 분에게 추천합니당
3,분위기가 너무조아요
2,줄서서 먹을만 했어요
5,자주가기디 하지만 맛좋은 안동찜닭집입니다 맛도 맵기조절이 가능하고 한번 먹고나면 가끔 생각나는맛이에요
5,맛있습니다 일단 닭갈비를 조리해서 나와 간편하게 타지않은 닭갈비를 먹을수 있어좋고 맛은 매콤하면서 괜찮네요 닭을 싱싱한 것을 써서 그런것 같습니다 콜라가 테이블당원에 무한리필에 주변에 유명 커피숍등 디저트로 먹을만한 가게가많아 좋네요 그렇지만 다먹고 뽁은 밥은 좀 싱겁고 비빔막국수도 국수면이 안좋은지 그렇게 맛있진 않습니다 닭갈비하나만 보면 맛있고 좋아요
2,야채도 듬뿍 고기도 듬뿍 많이 맵지는 않고 적당히 매콤하고 달달한 양념 그리고 닭 내장 특유의 씹는 맛에 먹는 듯
3,윤기가 자르르 흐르는 생고기의 질이 좋구요 고소하고 쫄깃한 맛을 느낄 수 있었어요
2,외부에 간이탁자 펴놓고 술 한잔 하는 분들 많으시더군요 아직 본격적으로 더워지기 전 저녁때는 선선한 날씨라 술이 아주 잘 들어가는 타이밍이었습니다
3,테이블도 있고 좌식도 있어요 크진 않은데 꽤 유명한집인지 사람이 바글바글
3,으 티비에서 방송나오는거보고 어찌나먹고싶던지  백선생님말대로 고기는 연탄불에구워야 제맛이네요 건강에좋지않는 탄부위도 버리지않고 모두 먹어버렸어요
3,대구 대짬뽕 맛집중한곳 주차장이 잘되어있어서 거의 자가용끌고 방문했습니다  짬뽕에 기름기없이 깔끔해서 굿
4,여기 얼큰하고 맛있어요
2,자극적인거 좋아하시면 여기임 그냥 얼큰하고 시원한 맛이라기 보다는 자극적이게 맛있는 맛임 국물을 자꾸 떠먹다보면 조미료 먹는 느낌 비슷하게 남 좁아서 오래 기다려야 하지만 중화비빔밥 추천 바람돌이 짬뽕은 계란 후라이 하나 올라가는 거에요 일찍 닫고 맨날 웨이팅해야하는 걸로 알고 맛있긴 해요 뭔가 건강에 안좋을 거 같지만 서비스도 그닥 그렇고 합석해야하는 건 좀 그래요 가끔가다 먹을만 함
2,가격 완전 저렴함 
2,촌돼지찌개 밥도둑임 진 
3,비록 남루해보이는 분위기지만 이런 곳이 술맛 땡기는 매력은 더하지요
3,이때까지 대구에서 유명하다는 생고기집은 거의 다 가본 것 같은데 손꼽네요
3,생고기를 구워 먹는데 너무 맛있었어요
2,돼지곱창 볶음 같은 비쥬얼로 나왔습니다 괜찮아요 저 이런거 완전 좋아하거든요
3,깔끔한거 같아요 맛있어요 완전 대만족 
3,여기 돼지불고기 괜찮다
2,대기표 받고 줄서서 먹을 정도는 아닙니다 급 실망 했네요
2,자주 가는 집이 있지만 거의 점심시간에만 가는 편입니다
3, 백종원의 대 천왕에선 백종원이 돼지불고기 맛집으로 방송에 나옴 좋은 맛이었던 거 같네요
3,불고기가 깔끔했었던 편 백종원의 대 천왕에선 백종원이 돼지불고기 맛집으로 방송에 나오면서 대박집이 되었음
3,숯불에 닭갈비를 구운거라 불맛도 확 나고 양념도 잘 배어져있어서 더 맛깔나용
4,돼지불고기 훌륭했던 것 같아요 여기보다는 북성로 태능집이 훨씬 더 유명합니다
4,핑크짬뽕이 유명하다던데 전걍크림파스타로
4,냉짬뽕이 시원하니 좋네요 아직날도덥고해서굿굿
3,괜찮은 거 같아요
3,가격도 저렴하고 커리도 나름 괜찮았어요 탄두리치킨은 약간 질긴감이 있는데 크기도 크네요
3,음 이쪽 동네에서 찜닭 제일 잘하는 집인듯 살코기가 정말 맛있음
4,매운맛커리 조아용 플레인난이랑 탄두리키친이랑 완전 푸짐해요
3,가격대비 엄청 푸짐하거나 한건아닌데 먹을만한 집이에여 막창도 다음에 한번 먹어볼랍니더
3,확실히 대학가에 위치한 집이라 가격대도 저렴한 편이고 메뉴도 꽤 다양해서 좋네요 
3,토종닭을 사용해서 그런지 살코기가 완전 야들야들 거기에 국물이 잘 배어져있어서 간도 딱 좋네유 
3,여긴 베이컨김치필라프가 쫘앙이져  베이컨이랑 김치가 둘다 들어가서 많이 짠거 아닌가 했는데 그정도 아니고 살짝 짭쪼름한게 맛있음용
