star_score,reviews
3,쪽갈비 맘에 들었었음 된장찌개 처음엔 공짜 추가시 천원 추가 서비스 나쁘지 않네요 공기밥도 천원 추가 밥하고 먹으니 맛잇네요
3,한정식이 가격대별로 구성이 다양하게 되어있어서 골라먹기 좋음
3,안심과 양지 쌀국수 괜찮았던 편이에요
3,바람쐬러 갔다가 한정식 맛집 추천받아서 다녀왔어요
3,애슐리를 치즈케잌 먹으러 다녔는데 여길 알아내다니  이제 비싼돈 주고 애슐리 안가도됨 
4,쪽갈비 나오기 전에 껍데기 먹고 먹으면 좋고요 손으로 잡고 뜯어 먹으니 색다른 맛이네요
3,학교 학생회 마지막회식떄 갔던 갈비집 비싼금액 투자한만큼 만족했던 맛 
3,오빠듀 먹구 왜 이제 델꾸왔냐그 진짜 맛이따 뀨진한국물맛 최고 
4,초벌구이 해서 나온 쪽갈비가 먹기에 만족스러울만한 것 같아요 한번쯤은 방문해서 맛있게 먹을만한 노포
3,고기에 빠질수없는 명이나물 친절하게 리필도해주셔서 고기맛이 진짜 맛났어요
3,그냥 먹을만했습니다
3,한정식들이 대체적으로 가격대비 괜찮게 나와요 
3,가끔 뜨끈한 국물이 땡기는날 남편이랑 같이 순대국먹으러 가는데 정말 양도많고 맛있어요
3,한정식 제일 저렴한것보단 한단계 높은게 가격대비 제일 괜찮았어요
3,임신하고 이집순대 정말 물리게 먹었느데 먹어도먹어도 계속 먹고싶어요
5,아빠가 데려다 주셨었는데 진짜 맛있고 든든하게 먹었어요
3,치즈케잌 종류 넘 많아서 행볶해여  츄릅츄릅 리얼 치즈케익을 맛을 맛볼수 있는곳인듯 
3,오리지널 중국음식을 파는곳 흔하디 흔한 짬뽕짜장면 말고 다른요리를 맛볼수있따구
3,가게 분위기도 깔끔하고 작은 방도 많은 편이라 이곳에서 상견례했네용 
3,카페들이 다 커피는 거기서 거기라 맛난 치케먹으로 여기 자주오게 되네요  
3,기본으로 제공해주는 열무보리밥 존맛 꺄  요것만 따로 시켜 먹고 싶을 정도
3,순대가 일반 분식집 당면순대가 아니라 야채랑 고기랑 기타등등 속이 꽉찬 맛있는 순대에요 냄새도 안나고 완전 짱
3,남푠이랑 자주가는 카페에여 분위기가 아기자기하고 맛난 케잌도많구
3,평소 먹기힘든 가지요리 이집에선 최고급요리로 변신한다는게 맞는말이구나
3,바지락들어가서 시원한 육수가 정말루 둘이 떠먹다가 셋죽어두 몰를맛이에요 쪼꿈오바헤헿
2,코스별로 갈비요리를 즐길수있어요 일반 고기집보단 구성도 좋고 서비스도 훨씬 나았음돠
3,훌륭하던데
3,어르신들도 정말 많이 오셔요 남자친구랑 순대국이랑 순대한개 시켜서 먹었는데 뽀얀국물에 건대기들이 왕창들어있어요 
3,중국 요리좀 먹어봤따는 사람은 누구나 인정하는 숨겨진맛집
3,치즈케잌 내사랑 치케에 너무  싯옹 천국에서 디저트를 먹는다면 이런 맛이 아닐까
3,테이블마다 담당자가있어선지 고기 안태우고 맛있는상태로 맛볼수있어요
2,설탕에버무린 땅콩이 은근별미에요 중국식 고량주랑 잘어울려선지 계쏙집어먹게됩니다
3,정말 먹을만했었음
3,메뉴가 딱 개인게 맛집포스 내주시고 친구들이랑 술마실때는 순대랑 술국시켜서 먹고 해장할때는 순대국먹고 저희아지트에요
3,정말 깔끔하다
3,수제비 그닥 안좋아하는데 요기 수제비만 먹는 나님 여기건 진짜 수제비가 넘 부드러웡
2,코스요리 중간에 회도나옴 고기도먹고 회도먹고 일석이조임
3,갈만한 편이네요
3,옛날짜장 먹을만했었던거 같아요
3,참숯에 구워 먹으니 쪽갈비가 맛이 좋았구요
3,대박 맛있음
3,아주 괜찮군요
3,먹을만했다
4,여기 돼지 갈비가 먹을만함 초벌구이 해서 나오고 참숯에 구워 먹으니 맛있음
3,대박 좋았던 것 같다
5,가끔 부모님 모시고 가서 배부르게 먹고옵니다 갈치 제외한 나머지 밑반찬 무한리필에다 갈치랑 숭늉도 정말 맛있어요항상 사람들이 바글거려서 대기시간이 좀 있지만 그래도 먹을땐 기다린 보람이 있는거같아요사장님도 친절하시고 한식 리필집이 보기 드문데 시골집이 더더욱 번창하길 바랍니다
3,꽤 맛있구요
3,그냥 갈만했었어요
3,그런대로 만족했엇음
3,아주 좋은 맛이었던 것 같네요
3,아주 좋았다
3,설화모듬 그런대로 먹을만했습니다
3,또 갈 것 같당
3,가볼만햇다
3,맛있었었던 거 같다
3,돼지갈비가 먹기에 맛있는 편이네요
3,추천할만했음
3,진짜 맘에 들었었음
3,좋은 맛이에요
4,동전 세 닢 어떤 젊은이가 수도원에 입회하겠다고 찾아오자 수도원의 나이 든 수사가 언제든지 세상을 떠날 수 있는 순례자의 자세로 사는지 알아보려고 그에게 물었습니다 너는 금화 세 닢이 있다 하면 그것을 기꺼이 가난한 사람들에게 나누어 주겠느냐 그럼요 마음으로부터 모두 주겠습니다 그러면 은화 세 닢이 있다면 그것은 어찌하겠느냐 그것도 기쁘게 나누어 주겠습니다 마지막으로 묻겠다 동전 세 닢이 있다면 어찌하겠느냐 그러자 젊은이는 이렇게 말했습니다 그것만은 안 되겠습니다 이상하게 생각하며 수사가 물었다 아니 그건 또 왜냐 현재 제가 가진 게 바로 그 동전 세 닢이거든요  고성주전 그리스도대학 총장   모시던 추기경을 관에 모실 때 십자가 묵주를 훔친 적이 있다고 현직 교황이 공개한 적이 있습니다 그만큼 욕심 버리기가 쉽지 않지요  욕심을 버리는 삶이 참된 인생 
3,깔끔할 것 같아요
4,세상에 쉬운 일이란 없습니다 그 어떤 일이든 사명감을 갖고 일한다면 비로소 직업이란 타이틀을 갖게 되는 것입니다 직장에 다니는 것과 직업을 갖는 것은 엄연한 차이가 있는 것입니다 내 일에 자부심을 가지고 있어야만 직업이 있다 말할 수 있고 그렇지 않다면 그냥 직장에 다니는 것일 뿐입니다 당신은 지금 직장에 다니고 있습니까 아님 직업을 가지고 있습니까 오늘의명언  하루에도 여러 번 나는 자신을 돌아본다 해야 할 일은 충실히 실행하였는지 또 친구들에게 신의를 잃는 행동을 하지 않았는지 또 내가 배운 것을 몸소 실행에 옮겼는지 말이다  공자 
3,그런대로 훌륭한거 같아요
4,헌혈증 모으는 미리내가게군포호점 고재영빵집 소식 입니다 서경아 님께서 아프신 몸을 이끌고 오셔서 귀한 헌혈증을 주고 가셨습니다 서경아님 언능 건강해지시기를 기원드립니다 이렇게 모아진 헌혈증은 인천영화관광고등학교 학생에게 전해 집니다 헌혈증 을 필요로 합니다 보내실곳 이성진 선생님  인천 남동구 만수동 향촌휴먼시아 동호 이곳에 전해 집니다 고맙습니다  헌혈증 모으는 미리내가게 입니다  헌혈증을 가져오면 옆의 메뉴로 교환해드리고 누군가 꼭 필요할때 보내드립니다 우편으로 보내주셔도 됩니다  군포 고재영 빵집  식빵 주소  경기도 군포 오금동 번지 퇴계아파트 차상가 호 전화번호   고재영빵집  군포 명짬뽕  짜장 주소  경기도 군포시 당동  동영프라자 층 전화번호   임명빈  강동 해물왕짬뽕  짜장 주소  서울 강동 성내로 길  전화번호   고원영  홍은 토스트와 주먹밥  토스트 주먹밥 주소  서울 서대문구 홍은동  전화번호  최정원토스트와주먹밥  상봉 카페지기  커피 주소  서울 중랑구 중앙선 망우역 번 출구 층 전화번호   정재민  목동 브래스트 과자점식빵  강정훈 서울시 양천구 목동  대구 박서방베이커리  식빵 주소  대구 달서구 대곡동번지 대백마트안 박서방베이커리 전화번호  
4,돼지 갈비 만족스러웠음 서비스도 좋음 된장찌개 무료 추가 천원
3,맛도좋아요
3,대체로 만족스러운 편이에요
4,군포소상공인소셜클럽 오늘 공부한 고재영빵집 전자 명함 
4,정의로운 편에 서 있는지요 어떤 철학서에 정의는 이렇게 표현되어 있습니다 정의란 일종의 덕 내적 태도 모든 사람의 이익을 위해 있는 것 자신에 대한 정직을 고집하는 사람은 그 어떤 속임수도 허용하지 않습니다  오늘의 명언 무슨 일이든지 성공이나 실패보다 옳고 그른 것을 먼저 분별할 줄 알아야 한다  한용운 독립운동가 시인 
4,쪽갈비가 훌륭한 편이네요
4,좁은 문 내 나이 여섯 살쯤 되었을까 교회 주일학교 선생님은 설교 중에 좁은 문으로 들어가라고 하셨다 그 길은 생명으로 인도하는 문이고 길이 매우 좁아 찾는 이가 적다고 덧붙였다 그때부터 나는 우리 집 뒤 담벼락 사이로 난 좁은 길을 한 번씩 돌아서 집으로 들어가곤 했다 중략 살다보면 좁은 문을 지나야 할 때가 어디 한번 뿐이겠는가 그리고 우린 십자가처럼 그 길의 무게를 지고나간다  강정주 수필 내 어릴 적의 좁은 문 중에서  세상으로 나가기 위해 통과해야 했던 문 지금도 지나가야만 하는 좁은 문입니다 외면하고 싶지만 누구나 한 번 쯤은 지나가야할 길입니다 그러나 그 문을 나서는 순간 넓고 큰 세상과 접하게 되겠지요 지금 어렵고 힘들다고 느낀다면 곧 밝은 곳을 만날 수 있다는 믿음으로 조금만 더 견뎌내야겠습니다
4,자주 올걸 며칠 전까지 영업을 하던 음식점이 문을 닫았습니다 돌아 나오는 걸음이 왠지 허전했습니다 열심히 일하던 젊은 부부의 모습이 아련했습니다 손님이 적어서 오지랖 넓은 마음에 걱정이 들긴 했지만 그리 자주 들르진 못했습니다 사람 입만큼 간사한 것이 없어서 손님 적으면 반찬이 부실하다 싶고 그래서 발길이 뜸해지는가봅니다 그러고 보니 음식점 몇 곳이 몇 달 새 사라졌습니다 뭔가 분위기가 좀 어수선하다 싶으면 영락없이 폐업입니다 좀 더 자주 올걸 그랬어 나 때문도 아니지만 마음이 짠해졌습니다  최선옥 시인
4,역시 고재영빵집 밤빵이 최고네요 감사 합니다   개인적으로 밤빵을 무지 좋아한답니다 물론 빵은 다 좋아하지만 특히나 모카빵과 밤빵을 주로 먹는데 얼마전 대형제과점에서 산 밤빵 날이 추우니 멀 
3,추천할만해요
3,만족스러운 편이에요
3,진짜 입맛에 맞았어요
3,꽤 훌륭했었음
3,맘에 들어요
3,만족했엇음
3,좋은 맛
3,입맛에 맞는 것 같네요
3,부대찌개 먹을만 했던거 같다
3,또 갈 거 같네요
3,안심과 양지 쌀국수 먹고싶게 생겼네
3,맘에 든거 같아요
3,정말 괜찮았음
5,정말 저렴하면서 맛있네요
3,추천할만한거 같다
3,또 가고 싶어요
3,대체로 맛있다는데요
3,정말 맛나겠어요
1,맛도 없는데 웬 별이 개인지요
3,맛있는 것 같아요
3,맛있었어요
3,먹고싶을만했다
3,아주 맛있었었던 거 같다
3,즈란염통줄기볶음 먹을만했음
3,먹을만해요
3,좋았구요
3,또 갈 수 있을 것 같아요
3,그럭저럭 입맛에 맞는거 같다
3,옛날짜장 진짜 입맛에 맞는 것 같네요
3,그럭저럭 갈만했다
3,비빔냉면 훌륭했던 것 같아요
3,진짜 먹고싶어진다
5,이정래는 어린이테이즐 세팅비 없어요 다른곳보다 테이블세팅비도 무지저렴  거기다 고기도맛나고 가끔 서비스로 음료나 고기주심
3,매운양갈비볶음 먹고싶게 생겼네
4,퇴근길 수고하셨습니다
4,농사펀드 하실 분 모집 합니다 
4,초대의 글 군포소상공인소셜클럽에서는 소상공인을 위한 기초  강의를 무료로 진행 합니다 소상공인들에게 필요한정보를 다양한 분야의 재능나눔 강사님의 재능나눔 강의로 매주 수요일 오후 시부터 시까지 지속적으로 진행됩니다 소상공인들의 많은 관심과 참여를 부탁드립니다 월은 다양한 분야의 전문가 분들께서 나눔 강의를 해주시기로 하셔서 특강을 진행 합니다 이번주는 적정마케팅연구소 김철환 소장님의 적정 마케팅 특강과 페이스북 장사의 신 저자 사인회가 진행됩니다 페이스북 장사의 신 내용보기  일시 년 월일수요일 오후 시시 장소 경기도 군포시 당동  동영프라자 층 명짬뽕 강사 적정마케팅연구소 김철환 소장 초청  고재영빵집 고재영   명짬봉 대표 임명빈  박재홍 대표  주관군포 소상공인 소셜클럽 준비 노트북  스마트폰 가게 홍보 물 오시는 길산본역 번출구   버스로 분거리 당동중학교에서 하차 길건너  명짬뽕 월 강의 예정 입니다 일  김철환 적정 마케팅 연구소 소장님의  페이스 북 장사의 신저자 소상공인 페이스 북 활용 및 페이스 북 장사의 신 저자 사인회 일 우정호 님의 사진 강좌가 준비 되어 있습니다 일 박홍철 비바코리아 대표님의 직 거래 타겟 마케팅 실행법 노하우 특강 군포소상공인소셜클럽은 군포소상공인들을 위한 소셜 공부 모임 입니다 오시는 분 누구든지 환영 합니다 가입절차는 없습니다 클럽처럼 자연스럽게 교육시간에 입장하시면 됩니다 교육은 매주 수요일 저녁 시부터 시까지 당동 명짬뽕에서 진행됩니다 클럽처럼 누구든지 환영 합니다
3,추천할만했던거 같구요
3,즈란염통줄기볶음 좋다
4,학생이 빵집으로 헐레벌떡 들어온다 아니 왜그래요  뛰어와서 그래요 분당에서 일부러 왔다는 학생 그러면서 골탕 쿠키를 한주먹 쥔다 이거 매운거 알죠 네 알아요 어떻게 알아요 저도 먹어 봤거든요  그래요 내일 만우절이라 애들한테 줄려구요 저도 치즈 쿠키라고해서 먹었다가 그래서 복수 할려구요 네 그러면서 계산하고 또 뛰어 간다 내일 또 누구 입에서 불이날것 같은 예감이 한주먹 사갔으니 명이 대상자 
3,아주 좋았었어요
3,중국식탕수육 훌륭해요
5,맛있는 고기들을 부담없이 배터지게 먹고온곳이었습니닫
4,아이들이 더 좋아했던 카레 이것이 진정 인도 카레구나
3,진짜 먹고싶음
3,또 가고싶은 편이에요
4,군포 긴자 인도음식점 착한가격 맛난음식 탄두리치킨은 짜서 기대보다 못했지만 카레와 난은 기똥찼다
4,미리내 가게가 뭔가요 최근 씨온샵으로 미리내 가게가 많이 보이던데 미리내가게 홈피에 가봐도 뭐하는 곳인지 상세 설명은 없네요
4,오늘은 삼일절 입니다 각 가정과 업장에 꼭 태극기 게양해서대한민국을위해 애쓰신분들을 잊지 맙시다  독도는 우리 땅 이라는것도 잊지 맙시다 그리고 이번기회에 대마도도 우리땅 합시다
4,내 탓이다 삶과 사람들 그리고 일어난 모든 일을 자신의 책임으로 받아들이는 그 순간부터 그는 자신의 실수나 불운을 다른 사람이나 다른 원인으로 미루지 않았다 그의 불운과 욕구불만은 자신이 만든 것이라는 것을 인정하는 순간 새로운 힘이 느껴졌고 어떤 두려움도 느낄 수 없었다  로버트
5,포장해가면 양이 엄청 많다능 방송에 나올만 하네요 진짜 맛있음
4,지금 고재영 빵집은 맛있는 촬영중입니다   생생정보통 입니다 방송은 일 저녁  시 분 이랍니다 작은 가게에서 장사하는 사람들 이야기를 주제로 촬영중 입니다
3,그럭저럭 입맛에 맞았었던 편이에요
3,순대국 진짜 먹고싶을만했었어요
4,배고프시죠 떡국떡과 양파 그리고 거시기 들서간 피자 한조각 하시죠 이건 파는거 아닙니다 얼마냐고 묻지 마세요
4,이국적인 분위기와 더불어 새로운 맛을 느낄수 있는 곳입니다 개인적으로 치킨마살라가 입에 맞았어용
3,여러모로 맘에 들어요
3,맘에 들었었어요
4,미리내가게 군포호점 고재영빵집 소식 입니다 지난번 흥진 중학교 특강을 들으셨던 학부형께서 학생과 같이 오셔서 빵 일만원어치를 미리내 주시고 가셨습니다  미리내주신 빵 만큼 복 받으실겁니다 잘먹겠습니다 고맙습니다 사랑합니다 미리내 군포 미리내가게 호점 고재영빵집 호점 당동명짬뽕 호점 산본시장 형제마트 호점 당동 리퍼브샵군포점  호점 키다리방방 당동점 호점 키다리방방 산본점 호점 중심상가 글라스박스 안경원 산본점 입니다 미리내가게 많이 찾아주시고 미리내주세요
3,갈만했다
4,점심 맛나게 드셨나요 이건 간식으로 드셔요 대왕마마소시지빵 입니다
3,아침일찍 배달중 만난 군포 풍경 눈이온 날 아침 좋네요 오늘도 안전운전해서 행복하세요
4,미리내가게 군포호점 고재영빵집 소식 입니다 년 두 번째로 고맙고 감사하신 인천에서 오신 이태승 선생님께 상투모양과자 개를 미리내 주시고 가셨습니다 멀리 인천에서 찾아 주시고 미리 내주신 이태승 선생님 복 받으실겁니다 잘먹겠습니다 고맙습니다 사랑합니다 미리내 군포 미리내가게 호점 고재영빵집 호점 당동명짬뽕 호점 산본시장 형제마트 호점 당동 리퍼브샵군포점  호점 키다리방방 당동점 호점 키다리방방 산본점 호점 중심상가 글라스박스 안경원 산본점 입니다 미리내가게 많이 찾아주시고 미리내주세요
4,보잘것 없어 보여도 시간이 지나면 맛있는 빵이 됩니다 오늘 조금만더 기다리시면 좋은일이 다가올것 입니다 오늘도 행복하세요
3,여러모로 만족할만한 편입니다
4,빵집에서 별똥이네 팝콘 옥식이도 팔아요 별똥이네가 정성스럽게 재배한 순수 국산 팝콘팝콘옥수수 사실분 팝콘 옥수수는 열전도율좋은 냄비 확실히 잘 터지네요  별똥이네 블로그에서 팝콘튀기는거 보시고 가실께요  열전도율좋은 냄비 확실히 잘 터지네요  주문 받고있습니다  만이천원이요
4,부산에계신 국가유공자 분께서 헌혈증이 급히 필요하다는 연락을 받고 그동안 모은 헌혈증을 모두 인편을 통해 부산으로 갔습니다 나라를 위해 우리를 위해 목숨을 바치신 어르신께서 건강을 되찾으시길 기원드립니디
4,관계 문제가 있는가 관계를 살펴보라 관계가 좋으면 여간 어려움도 절로 해결 된다 관계로 일거리가 생기고 관계로 즐거움을 준다 관계의 알찬 열매는 모두를 흡족하게 한다 행복은 실력 순이 아니다 관계 순이다  소 천   년 지기 친구를 곰곰히 생각해 봤더니 지난 세월 고비 때마다 힘이 되어 주었더군요  관계가 좋으면 일이 술술 풀린다 
4,완성 입니다 강원도 홍천 동창 마을 미니 밤호박으로 만든 카스테라 입니다 이친구의 이름은 동창이 밝았느냐  입니다 정답 맞추신분 빵집으로 오세요
4,뜻 모를 유행어도 많지만 어디에 써야 하는 말인지 어떤 비유가 좋은지 등은 구분해야겠습니다 각 지침들은 무슨 말인지 정말 알고 쓰는 말인지 의문이 들 때가 있습니다 좀 더 쉬운 말 적절한 말을 쓰도록 의견을 모아야겠습니다
3,옛날짜장 대체로 좋았던 편이에요
3,떡만둣국 훌륭한 편이에요
4,요거 완젼 맛나네요 단감 필요 하신분 진주상촌 단감 한상국 대표님께서 정성껏 재배한 단감 입니다  천화 주세요 단감과 함께 작은 깜짝 선물도 있어요 뭘까요
3,추천할만해요
4,고재영빵집에서 년 첫 헌혈증 받았어요 지난 년동안 천여장의 헌혈증을 받아서 필요한 분들께 전해드렸습니다 년도 첫 헌혈증을 시작으로 헌혈증과 식빵 교환은 계속 됩니다 쭈욱 헌혈증 모으는 군포 명짬뽕 헌혈증 모으는 서울 강동구청 차이젠 해물 왕짬뽕 헌혈증 모으는 대구 박서방베이커리 헌혈증 모으는 대구 하루 커피 도넛
3,생삼겹 그럭저럭 훌륭한 것 같아요
4,년은 갑오년 말띠 지의 일곱 번째 동물 박력과 생동감 뛰어난 순발력 탄력 있는 근육 미끈한 체형 기름진 모발 각질의 말굽을 가지고 있는 말의 이미지처럼 생동감이 넘치는 년 신나게 맞이하자
4,년 고맙습니다 그리고 감사 합니다 년 새해 복 많이 받으시고 좋은 일만 가득 하세요 고재영빵집 드림
4,지난번 빵집에서 우리 농산물을 이용한 쿠키 테스트 했던 군포 고등학교 화학생물동아리 아비꼬 친구들이 은상을 받았다며 오늘 편지와 책 한권을 선물로 주고 가네요 설문지 만드는데 도움주신   쌤 께도 감사하다고 합니다 두번째 사진은 손으로 만든 명함인데 혹시 재미있게 재능기부로 학생 명함 디자인 해주실분 있을까요
3,좋은 맛이었던 거 같다
4,일년간의 정성과 수로움이 드디어 결실을 맺었습니다 구  원 구  원 구  원 물량이 많지않은 관계로 구정에 필요하신분은 미리 예약해주세요 농협  전영실  전화나 카톡으로 연락주세요
4,운명은 내 손에 있습니다 그런데  내 운명을 다른 곳에서 찾고 있네요
3,여러모로 괜찮은 거 같아요
4,군포미리내가게 호점 방문 인증샷 입니다 김경중 이미숙 싸장님께서 열심히 군포 산본시장에서 형제 마트를 운영하고 계십니다 미리내가게 시작한지 얼마 안되었는데도 벌써 미리 내주신분들이 저렇게나 많습니다 직접 배달도 해주신다니 필요하신분들 페북 친구 신청하세요
4,고재영빵집 미리내 소식 입니다 크리스마스를 맞이해서 고마우신 분께서 케이크 개를 미리 내주고 가셨습니다 미리 내주신 케이크는 동사무소를 통해 조손가정에 전달되었습니다 기분좋은 메리크리스마스 입니다  오금동 사회담당입니다   이렇게 세분이시고요 두시 이후 수령 가능하다고 안내드렸어요좋은하루되세요 대상자분들이 다들 좋아하시네요
4,미리내가게 군포호점 고재영빵집 소식 입니다 오늘 미리내 서포터즈 친구들 명이 찾아와 고마우신 분께서 미리 내주신 시몬너는아느냐 와 잡곡소지 피자빵을 먹고 갔습니다 잘먹겠습니다 고맙습니다 사랑합니다 미리내 군포 미리내가게 호점 고재영빵집 호점 명짬뽕 호점 형제마트 호점 리퍼브샵군포점  호점 키다리방방 당동점 호점 키다리방방 산본점 호점 글라스박스 안경원 산본점 입니다 미리내가게 많이 찾아주시고 미리내주세요
3,맛나요
4,오늘 빵집에 도착한 택배상자 충북 괴산 알토랑농원을 운영하시는 페친께서 미리내를 응원 해주셨 습니다
5,맘씨착한 아저씨의 빵집 대박나세요
4,지금 고재영 빵집은 맛있는 충전 중 입니다 행복하고 맛있고 건강한 빵을 만들기 위해 째주 일요일은 맛있는 충전을 합니다행복하고 즐거운 주말보내시고 월요일에 다시 맛있는 빵과 함께 만나요
3,정말 좋았던 것 같아요
4,고재영빵집 과 지역 소상공인이 함께하는 협업 이야기 탄 입니다 이번에는 년 달력을 나누어드립니다 씽크대 붙박이장신발장을 제작 설계 시공하는 군포시의 대표적인 업체입니다  도운산업에서 제작한 예쁜 둘레길이 있는 달력 받으러오세요
4,착한식당으로 선정된 인도요리집 카레맛나요
4,미리내가게 관련 시 뉴스 촬영 끝났습니다 김기성 대표님감사합니다 김경중 이미숙 형제마트 사장님 앙금빵 미리 내주시고 인터뷰 해주셔서 감사 드립니다 그리고 기자님께서 밤빵 개를 미리내주시고 가셨습니다 방송은 다음주 목 금토 중 하루 랍니다
4,마이따 마이따 
4,기계 바꿨습니다 기존 기계는 회사가 부도가 나서 부품을 구할수 없다고 그래서 새로 바꿨어요 이제 후드만 바꾸면 올해는 잘 지나가길 바래봅니다
3,또 가고 싶당
3,진짜 괜찮았던 편이에용
3,진짜 가볼만합니다
4,군포에가면 이집에들려서 양지설렁탕 뙇 역근처에있어서 찾기도편하고조아요
3,이정도면 뭐 
3,음식맛이 일품이네요
4,고재영빵집에서 빵이만큼 사장님은 자원봉사를 열심히하셔서 유명해진집이에요 빵사면우리도간접봉사중
5,오늘도 좋은일 하셨겠죠 내일도 맘씨좋은 빵집
3,우왘은 아니지만 중간은 가는 집입니다
3,내 친구는 맛있다고 하더라고요
3,여긴 입맛에 따라 의견이 나뉠것같네요
3,나쁘진 않아요
3,그냥 깔끔했던 거 같아요
5,원봉사하는 곳으로도 유명한 빵집 나눔 참 좋다
4,너무 늦은 나눔의 시기란 없습니다 당신에게는 이미 충분한 기회가 주어져 있습니다  혼자가 아니라는 확신과 용기는 사람을 일으켜 세운다  오늘도 즐겁게 시작 하세요
4,한글날 한국 기념일  브리태니커 현재 페이지인쇄 로 공유하기마이피플트위터페이스북더보기 한글의 우수성을 널리 알리고 세종대왕의 성덕과 위업을 추모하기 위한 기념일 년 월 일 조선어연구회한글학회의 전신가 주축이 되어 매년 음력 월 일을 가갸날로 정하여 행사를 거행했고 년에 명칭을 한글날로 바꾸었다  년에는 음력을 율리우스력으로 환산하여 양력 월 일에 행사를 치렀으며 년에는 그레고리력으로 환산하여 월 일에 행사를 치렀다 그러나 지금의 한글날은 년 훈민정음 원본을 발견하여 그 말문에 적힌 에 근거한 것으로 이를 양력으로 환산해보면 년세종  월 일이므로 년에 월 일로 확정했다 이 날에는 세종문화상을 시상하고 세종대왕의 능인 영릉을 참배하며 전국에서 학술대회 및 각종 백일장을 거행한다
4,초대의 글 교육 기초 무료강좌을 군포시에서 처음으로 개최하오니 많은 관심과 참여를 부탁드립니다 일시 월 일수요일 오후 시시 장소 경기도 군포시 당동  동영프라자 층 명짬봉 강사 선생님 초청자  고재영빵집 고재영   명잠봉 대표 임명빈  생활문화아카데미 궁인창 주관군포소셜리딩그룹 준비 노트북 필수 스마트폰 회비 무료뒷풀이 참석시  오시는 길산본역 번출구   버스로 분거리 당동중학교에서 하차 길건너 편의점쪽  명짬뽕
4,내일은 한글반포 주년 한글날 입니다 태극기 게양하고 한글날 하루 시작 하세요 태극기 게양 꼭 하시고 새로운 날을 만드는 즐거운 날 되세요
3,꼭 한번쯤은 가봐야 하는 맛집 꺄오
3,갈만한 편이네요
3,가격대비 괜찮네요
3,훌륭했어요
5,년 전통 한우양지설렁탕의명가 맛블로그 원조격인 백파 홍성유선생께서도 극찬하던 바로 그집이지요 군포에 오시면 꼭 한번 들려보시길
3,정말 깔끔했던 편이에요
3,안심과 양지 쌀국수 정말 맘에 들었음
3,적극 추천합니다
3,가볼만햇구요
3,좋아요
3,괜찮노
3,맛집이라고 찾아갈만한 맛은 아니에요
3,진짜 또 가고 싶당
4,한우양지수육 맛있었었던 거 같구요
3,좋은 맛이었음
3,괜찮은편이긴 하지만 큰 기대는 마세요
4,기쁨을 나누고자 하는 어른들의 마음이 청소년들의 가슴에 따뜻한 사랑을 심어주셨습니다 보는 사람들을 감동시켰습니다  사람을 감동시키는 것은 큰 일만이 아닙니다  당신이 생각하는 아주 사소한 작은것도 사람을 감동 시킵니다 오늘 주위사람에게 감동을 전하는 하루되세요
4,오늘 고재영빵집의 만남은 당신입니다  행복의 시작은 만남  오늘도 즐거우셨죠 저 끝에 있는 건물만 지나면 고재영빵집을 만나실수 있습니다
3,만족할면한 편이에요
4,마늘빵지난번 쉬는 날 태안에서 직접 캔 육쪽 마늘을 다져서 넣고 만든 고소한 마늘 빵 입니다
4,안양에서 사시는 김광남 교수님께서 빵집에 들렀다 미리내가게를 보시고는 만원 미리 내주시고 청소년들의 직업 체험장인 인생나자 와 광정동 청소년 문화의 집에 빵을 보내 달 라며 미리 내주신 미리내빵들이 잘 전달 되었습니다 이렇게 고마우신분들이 많은 대한민국 군포는 살기 좋습니나 미리내가게 군포 호점 고재영빵집 미리내가게 군포 호점 명 짬뽕 미리내주신 고마우신 김광남 교수님께 진심으로 감사 드립니다 교수님 복받으실 겁니다
3,오늘소개할 저희동네 맛집은양은냄비에요 메뉴보이시나요  항상여기와서먹는메뉴는 양은김치찌개 인으로시켜도명이서푸짐하게먹는답니다 개인적으로는김치찌개추천 쾅 휴가나온친구랑먹으러왔어요 밥도 양은냄비로 푸짐하게줘요 산본에들리신다면 꼭한번 들리시는게 어떠세요
4,언제나 진실을 말해라 그러면 당신이 말한 것을 기억할 필요가 없다  마크 트웨인  뛰어난 사기꾼일수록 기억력이 뛰어나다고 합니다 거짓말을 들키지 않으려면 자신이 한 이야기를 모두 기억하지 않으면 안 되기 때문이지요 언제나 진실만을 말하는 사람은 굳이 자신이 한 이야기를 기억할 필요가 없습니다 언제 어디서나 진실은 변하지 않는 법이니까요 당신이 진실하다면 건망증은 걱정할 필요가 없습니다 중요한 것은 사실이 아니라 진실입니다 사색의 향기 중 오늘도 화이팅 하는 하루 시원하게 보내세쇼
4,군포에서 사시는 고마우신 분께서 빵집에 들렀다 미리내가게를 보시고는 겹겹이 햄치즈 개와  을 미리 내주셨습니다 이렇게 고마우신분들이 많은 대한민국 군포는 살기 좋습니나 미리내가게 군포 호점 고재영빵집 미리내가게 군포 호점 명 짬뽕 미리내주신 고마우신분께 진심으로 감사 드립니다복받으실 겁니다
